격분한,"['anger', '0.964']" 
눈물 어린,"['disgust', '0.344']"
인정 없는,"['disgust', '0.336']"
변하기 쉬운,"['disgust', '0.336']"
울퉁불퉁 한,"['disgust', '0.336']"
변색,"['disgust', '0.336']"
큰 실수,"['disgust', '0.336']"
소송,"['disgust', '0.336']"
불만,"['disgust', '0.336']"
투덜 대다,"['disgust', '0.336']"
하트 킥,"['disgust', '0.336']"
싫어하는,"['disgust', '0.305']"
말다툼하는,"['disgust', '0.336']"
허용되지 않는,"['disgust', '0.336']"
다루기 힘든,"['disgust', '0.328']"
공수병,"['disgust', '0.328']"
만족스럽지 않은,"['disgust', '0.328']"
우는 소리,"['disgust', '0.328']"
불안정,"['disgust', '0.328']"
자극하는,"['disgust', '0.328']"
실망한,"['disgust', '0.328']"
억제하다,"['disgust', '0.328']"
고충,"['disgust', '0.328']"
유물론자,"['disgust', '0.328']"
제외 된,"['disgust', '0.328']"
불협화음,"['disgust', '0.328']"
오도 ​​된,"['disgust', '0.321']"
버리다,"['disgust', '0.320']"
누더기,"['disgust', '0.320']"
그을음,"['disgust', '0.320']"
해,"['disgust', '0.320']"
같지 않은,"['disgust', '0.320']"
협잡,"['disgust', '0.320']"
치욕,"['disgust', '0.320']"
갇힌,"['disgust', '0.320']"
비난하는,"['disgust', '0.320']"
성가심,"['disgust', '0.320']"
재난,"['disgust', '0.320']"
신음 소리,"['disgust', '0.320']"
흙,"['disgust', '0.312']"
감가 상각 된,"['disgust', '0.312']"
협박하다,"['disgust', '0.312']"
부적절한,"['disgust', '0.312']"
배려하다,"['disgust', '0.312']"
버크,"['disgust', '0.312']"
고가의,"['disgust', '0.312']"
재채기,"['disgust', '0.312']"
위,"['disgust', '0.312']"
흠잡다,"['disgust', '0.312']"
유신론,"['disgust', '0.312']"
상이,"['disgust', '0.305']"
숨어있는,"['disgust', '0.305']"
심술 궂은,"['disgust', '0.305']"
쾅,"['disgust', '0.305']"
허용 할 수없는,"['disgust', '0.305']"
오두막집,"['disgust', '0.305']"
설명 할 수없는,"['disgust', '0.305']"
비좁고 갑갑한 곳,"['disgust', '0.304']"
꾸짖다,"['disgust', '0.297']"
으르렁 거리는 소리,"['disgust', '0.297']"
고독한,"['disgust', '0.297']"
지연,"['disgust', '0.297']"
대회,"['disgust', '0.297']"
무시하다,"['disgust', '0.297']"
실망,"['disgust', '0.297']"
뒤로,"['disgust', '0.297']"
쓰림,"['disgust', '0.297']"
레즈비언,"['disgust', '0.289']"
평판,"['disgust', '0.289']"
교리 문답,"['disgust', '0.289']"
쐐기풀,"['disgust', '0.289']"
관리인,"['disgust', '0.289']"
가득한,"['disgust', '0.281']"
금지 된,"['disgust', '0.281']"
절름발이,"['disgust', '0.281']"
불공정,"['disgust', '0.281']"
~을 벗어나는,"['disgust', '0.281']"
질겁,"['disgust', '0.281']"
여파,"['disgust', '0.281']"
성냄,"['disgust', '0.273']"
변색 된,"['disgust', '0.273']"
불안한,"['disgust', '0.273']"
승강이,"['disgust', '0.273']"
법정,"['disgust', '0.273']"
기묘한,"['disgust', '0.266']"
관료,"['disgust', '0.266']"
추위,"['disgust', '0.266']"
적절한,"['disgust', '0.266']"
만족하지 못하는,"['disgust', '0.266']"
통음,"['disgust', '0.266']"
비효율,"['disgust', '0.266']"
굉장한,"['disgust', '0.266']"
포복,"['disgust', '0.266']"
본능적 인,"['disgust', '0.258']"
손수레,"['disgust', '0.258']"
...을 넣다,"['disgust', '0.258']"
문어,"['disgust', '0.258']"
억울함,"['disgust', '0.258']"
모방 자,"['disgust', '0.258']"
풍자,"['disgust', '0.258']"
오인,"['disgust', '0.250']"
폐선,"['disgust', '0.250']"
상하이,"['disgust', '0.250']"
비비,"['disgust', '0.250']"
정신을 잃은,"['disgust', '0.250']"
잃다,"['disgust', '0.250']"
남자,"['disgust', '0.250']"
컵,"['disgust', '0.250']"
사기꾼,"['disgust', '0.242']"
그럴 필요 없는,"['disgust', '0.242']"
빠뜨리는,"['disgust', '0.242']"
상대,"['disgust', '0.242']"
관세,"['disgust', '0.242']"
북북 문질러 닦기,"['disgust', '0.242']"
사임하다,"['disgust', '0.234']"
길게 하다,"['disgust', '0.234']"
후진성,"['disgust', '0.234']"
수상한,"['disgust', '0.234']"
보온재,"['disgust', '0.234']"
그릇된 진술,"['disgust', '0.234']"
반전,"['disgust', '0.227']"
실격 된,"['disgust', '0.227']"
보조금,"['disgust', '0.227']"
효과적인,"['disgust', '0.227']"
까다로운,"['disgust', '0.227']"
인기 없는,"['disgust', '0.227']"
태만,"['disgust', '0.227']"
여자,"['disgust', '0.219']"
석유,"['disgust', '0.219']"
무게,"['disgust', '0.219']"
찌르는듯한,"['disgust', '0.219']"
실행 가능한,"['disgust', '0.211']"
황갈색의,"['disgust', '0.211']"
당나귀,"['disgust', '0.211']"
불행한,"['disgust', '0.211']"
무관심,"['disgust', '0.203']"
날뛰다,"['disgust', '0.203']"
자작 나무,"['disgust', '0.203']"
후드,"['disgust', '0.203']"
사막,"['disgust', '0.203']"
빚지고있는,"['disgust', '0.203']"
금언,"['disgust', '0.203']"
어색함,"['disgust', '0.203']"
불편한,"['disgust', '0.203']"
멋쟁이,"['disgust', '0.203']"
작은 얼룩,"['disgust', '0.203']"
양털,"['disgust', '0.195']"
멀리서 짖는 소리,"['disgust', '0.195']"
단색화,"['disgust', '0.195']"
바람을 피우다,"['disgust', '0.195']"
젤라틴,"['disgust', '0.195']"
수신,"['disgust', '0.195']"
애도하는,"['disgust', '0.195']"
명성,"['disgust', '0.188']"
기피,"['disgust', '0.188']"
수가 막힘,"['disgust', '0.188']"
신사,"['disgust', '0.188']"
보다 작은,"['disgust', '0.188']"
침몰 한,"['disgust', '0.180']"
코,"['disgust', '0.180']"
원고,"['disgust', '0.180']"
우스운,"['disgust', '0.180']"
소유,"['disgust', '0.180']"
더 큰,"['disgust', '0.164']"
부엉,"['disgust', '0.164']"
한입 가득,"['disgust', '0.164']"
절약,"['disgust', '0.164']"
임신,"['disgust', '0.164']"
의심 할 여지없이,"['disgust', '0.164']"
외치다,"['disgust', '0.156']"
잘못 두다,"['disgust', '0.156']"
문장,"['disgust', '0.156']"
앵무새,"['disgust', '0.156']"
기꺼이 남을 돌봐 주는,"['disgust', '0.156']"
이름이없는,"['disgust', '0.148']"
버머,"['disgust', '0.148']"
감각,"['disgust', '0.141']"
꼬마 요정,"['disgust', '0.141']"
우수,"['disgust', '0.141']"
회전,"['disgust', '0.133']"
회색,"['disgust', '0.133']"
어울리지 않음,"['disgust', '0.133']"
모양 없는,"['disgust', '0.133']"
마구간,"['disgust', '0.133']"
밀기울,"['disgust', '0.125']"
마침내,"['disgust', '0.125']"
지배자,"['disgust', '0.125']"
소년,"['disgust', '0.117']"
후미,"['disgust', '0.117']"
양육,"['disgust', '0.117']"
맛,"['disgust', '0.117']"
레몬,"['disgust', '0.109']"
승리,"['disgust', '0.109']"
강한,"['disgust', '0.102']"
반짝임,"['disgust', '0.094']"
내부,"['disgust', '0.086']"
마음,"['disgust', '0.086']"
턱,"['disgust', '0.078']"
관심있는,"['disgust', '0.078']"
풍부,"['disgust', '0.078']"
정직한,"['disgust', '0.055']"
연,"['disgust', '0.055']"
겸손한,"['disgust', '0.047']"
나무,"['disgust', '0.039']"
고문,"['fear', '0.984']"
테러리스트,"['fear', '0.969']"
무서운,"['fear', '0.359']"
테러,"['fear', '0.969']"
NO TRANSLATION,"['fear', '0.062']"
죽이다,"['fear', '0.962']"
살인,"['fear', '0.828']"
억누르다,"['fear', '0.358']"
공포,"['fear', '0.750']"
살인자,"['fear', '0.953']"
대단원,"['fear', '0.953']"
사망,"['fear', '0.948']"
전쟁,"['fear', '0.859']"
폭격,"['fear', '0.938']"
폭탄,"['fear', '0.935']"
미사일,"['fear', '0.734']"
야만성,"['fear', '0.922']"
피에 굶주린,"['fear', '0.922']"
겁 먹게하다,"['fear', '0.922']"
소름 끼치는,"['fear', '0.906']"
살인적인,"['fear', '0.920']"
대학살,"['fear', '0.717']"
암살하다,"['fear', '0.906']"
숙명,"['fear', '0.906']"
절단,"['fear', '0.484']"
겁나게 하는,"['fear', '0.906']"
폐허,"['fear', '0.906']"
죽이는,"['fear', '0.906']"
악마,"['fear', '0.484']"
겁에 질린,"['fear', '0.906']"
자살적인,"['fear', '0.898']"
채가다,"['fear', '0.891']"
학살,"['fear', '0.891']"
폭행,"['fear', '0.891']"
큰 시련,"['fear', '0.891']"
운명의,"['fear', '0.888']"
중독 된,"['fear', '0.886']"
자살,"['fear', '0.879']"
폭발,"['fear', '0.547']"
도살,"['fear', '0.875']"
비참한,"['fear', '0.562']"
치명적인,"['fear', '0.806']"
전멸,"['fear', '0.875']"
재앙,"['fear', '0.875']"
험악한,"['fear', '0.875']"
질식,"['fear', '0.875']"
암살자,"['fear', '0.875']"
야만 상태,"['fear', '0.875']"
강간,"['fear', '0.870']"
지옥,"['fear', '0.766']"
탄저병,"['fear', '0.859']"
폭발물,"['fear', '0.859']"
마비 된,"['fear', '0.859']"
방해,"['fear', '0.459']"
야만인 같은,"['fear', '0.859']"
위험,"['fear', '0.562']"
악마 같은,"['fear', '0.703']"
유혈,"['fear', '0.859']"
멸종 된,"['fear', '0.859']"
공격의,"['fear', '0.859']"
도살장,"['fear', '0.859']"
비극,"['fear', '0.750']"
기요틴,"['fear', '0.859']"
실행자,"['fear', '0.859']"
질식시키는,"['fear', '0.858']"
배반,"['fear', '0.856']"
외상성의,"['fear', '0.844']"
두려워하는,"['fear', '0.641']"
거만,"['fear', '0.844']"
안 들리게 하다,"['fear', '0.844']"
파괴하는,"['fear', '0.844']"
아픈,"['fear', '0.844']"
깜짝 놀란,"['fear', '0.734']"
괴물,"['fear', '0.844']"
살해자,"['fear', '0.844']"
질색,"['fear', '0.844']"
실행,"['fear', '0.844']"
충격,"['fear', '0.719']"
복수,"['fear', '0.656']"
당황한,"['fear', '0.438']"
놀라운,"['fear', '0.656']"
공황,"['fear', '0.844']"
묵시,"['fear', '0.844']"
석화 된,"['fear', '0.844']"
죽음,"['fear', '0.843']"
혼돈,"['fear', '0.839']"
악,"['fear', '0.621']"
총잡이,"['fear', '0.828']"
무서움,"['fear', '0.828']"
운명,"['fear', '0.828']"
침입자,"['fear', '0.766']"
암,"['fear', '0.828']"
수류탄,"['fear', '0.828']"
암살,"['fear', '0.828']"
악몽,"['fear', '0.759']"
터지다,"['fear', '0.828']"
납치 된,"['fear', '0.828']"
근절,"['fear', '0.828']"
지옥 같은,"['fear', '0.828']"
마비시키다,"['fear', '0.828']"
외상,"['fear', '0.828']"
최후의 심판의 날,"['fear', '0.828']"
맹렬히,"['fear', '0.828']"
놀라다,"['fear', '0.828']"
잔인한,"['fear', '0.656']"
병적 상태,"['fear', '0.820']"
절름발이,"['fear', '0.817']"
야만인,"['fear', '0.620']"
밀어 넣는,"['fear', '0.812']"
폭력,"['fear', '0.812']"
괴로움,"['fear', '0.812']"
촬영,"['fear', '0.812']"
지진,"['fear', '0.812']"
파괴적인,"['fear', '0.812']"
격렬한,"['fear', '0.641']"
유해한,"['fear', '0.516']"
저주,"['fear', '0.422']"
침략자,"['fear', '0.812']"
투옥 된,"['fear', '0.811']"
허리케인,"['fear', '0.750']"
절멸시키다,"['fear', '0.810']"
출혈,"['fear', '0.609']"
고통,"['fear', '0.557']"
독액,"['fear', '0.804']"
밀실 공포증,"['fear', '0.803']"
뱀,"['fear', '0.638']"
귀신 쫓아 내기,"['fear', '0.800']"
말살 된,"['fear', '0.800']"
강도,"['fear', '0.516']"
겁 먹은,"['fear', '0.798']"
나트륨,"['fear', '0.797']"
잔학,"['fear', '0.797']"
기괴,"['fear', '0.797']"
공격,"['fear', '0.797']"
구제,"['fear', '0.797']"
인류,"['fear', '0.797']"
파괴,"['fear', '0.469']"
독,"['fear', '0.356']"
해로운,"['fear', '0.281']"
박해,"['fear', '0.797']"
폭격기,"['fear', '0.797']"
불치의,"['fear', '0.797']"
히스테리,"['fear', '0.797']"
끔찍하게,"['fear', '0.796']"
방화,"['fear', '0.794']"
파괴하다,"['fear', '0.500']"
폭군,"['fear', '0.788']"
몹시 괴롭히다,"['fear', '0.784']"
미치광이,"['fear', '0.656']"
예속 된,"['fear', '0.781']"
날 뛰다,"['fear', '0.781']"
외침,"['fear', '0.438']"
역겨운,"['fear', '0.484']"
호전적인,"['fear', '0.781']"
생명이없는,"['fear', '0.781']"
피의,"['fear', '0.781']"
전염병,"['fear', '0.688']"
말살하다,"['fear', '0.766']"
난파선,"['fear', '0.641']"
위기,"['fear', '0.766']"
범죄자,"['fear', '0.698']"
침략하다,"['fear', '0.766']"
폭동,"['fear', '0.734']"
두려워,"['fear', '0.766']"
보복,"['fear', '0.545']"
위험하게,"['fear', '0.766']"
종양,"['fear', '0.641']"
위반,"['fear', '0.422']"
나병,"['fear', '0.766']"
성전,"['fear', '0.766']"
위험한,"['fear', '0.561']"
폭파하다,"['fear', '0.766']"
폐소 공포증 환자,"['fear', '0.765']"
호흡량이 많은,"['fear', '0.762']"
아리송한,"['fear', '0.754']"
의해 파괴됨,"['fear', '0.754']"
무정부 상태,"['fear', '0.750']"
폭동의,"['fear', '0.750']"
발사체,"['fear', '0.654']"
목을 졸라 매다,"['fear', '0.750']"
무정부주의자,"['fear', '0.750']"
시체 임시 안치소,"['fear', '0.750']"
비틀다,"['fear', '0.750']"
파괴자,"['fear', '0.750']"
포학,"['fear', '0.750']"
ptsd,"['fear', '0.750']"
노예 제도,"['fear', '0.750']"
믿을 수 없는,"['fear', '0.547']"
콜레라,"['fear', '0.750']"
투옥,"['fear', '0.750']"
고뇌,"['fear', '0.750']"
말살,"['fear', '0.750']"
사고,"['fear', '0.750']"
두려움,"['fear', '0.750']"
아나콘다,"['fear', '0.750']"
강한 악의,"['fear', '0.742']"
식인종,"['fear', '0.740']"
포,"['fear', '0.625']"
가증스러운,"['fear', '0.738']"
마리화나 담배,"['fear', '0.734']"
병든,"['fear', '0.547']"
총,"['fear', '0.734']"
사격,"['fear', '0.734']"
끔찍한,"['fear', '0.641']"
추락,"['fear', '0.734']"
짐승,"['fear', '0.500']"
폭군의,"['fear', '0.734']"
마비,"['fear', '0.734']"
불행,"['fear', '0.562']"
샷,"['fear', '0.734']"
타락한,"['fear', '0.320']"
핏덩어리,"['fear', '0.734']"
저주 받은,"['fear', '0.594']"
위협하다,"['fear', '0.734']"
폭풍,"['fear', '0.734']"
희생 된,"['fear', '0.734']"
인질,"['fear', '0.734']"
난투,"['fear', '0.734']"
과 호흡 증,"['fear', '0.734']"
악의 있는,"['fear', '0.656']"
절대권,"['fear', '0.734']"
마피아,"['fear', '0.734']"
소란,"['fear', '0.656']"
전투,"['fear', '0.728']"
악어,"['fear', '0.700']"
파멸,"['fear', '0.577']"
사수,"['fear', '0.722']"
전염성이있는,"['fear', '0.720']"
유산,"['fear', '0.641']"
사상자 수,"['fear', '0.719']"
싸움,"['fear', '0.719']"
고행,"['fear', '0.719']"
범죄,"['fear', '0.642']"
노력,"['fear', '0.719']"
발작,"['fear', '0.719']"
사형,"['fear', '0.719']"
굶주림,"['fear', '0.719']"
해,"['fear', '0.672']"
고문 받는,"['fear', '0.719']"
공포증,"['fear', '0.719']"
절망,"['fear', '0.641']"
지독한,"['fear', '0.719']"
비상 사태,"['fear', '0.719']"
비명,"['fear', '0.516']"
큰 파란,"['fear', '0.719']"
다쳐서,"['fear', '0.719']"
미친 듯이,"['fear', '0.717']"
교착 상태,"['fear', '0.716']"
침입,"['fear', '0.531']"
스카 스 칼리,"['fear', '0.712']"
파열,"['fear', '0.706']"
굉장한,"['fear', '0.705']"
적극적인,"['fear', '0.703']"
격통,"['fear', '0.703']"
깊은 상처,"['fear', '0.703']"
단말기,"['fear', '0.703']"
사보타주,"['fear', '0.703']"
증오,"['fear', '0.547']"
히스테리 성의,"['fear', '0.703']"
정신병,"['fear', '0.703']"
암종,"['fear', '0.703']"
정신 분열증,"['fear', '0.703']"
고뇌하는,"['fear', '0.703']"
난파 된,"['fear', '0.703']"
전염성의,"['fear', '0.703']"
무너짐,"['fear', '0.703']"
소름 끼치게 하는,"['fear', '0.703']"
먹이,"['fear', '0.703']"
요술,"['fear', '0.703']"
눈사태,"['fear', '0.703']"
신경증 환자,"['fear', '0.703']"
마음 아픈,"['fear', '0.703']"
도망자,"['fear', '0.703']"
비소,"['fear', '0.703']"
공격자,"['fear', '0.703']"
상호 복수,"['fear', '0.703']"
겁나는,"['fear', '0.703']"
대변동,"['fear', '0.703']"
무장 한,"['fear', '0.703']"
불구자,"['fear', '0.703']"
코브라,"['fear', '0.703']"
얼룩진,"['fear', '0.703']"
매장,"['fear', '0.703']"
엉망이 된,"['fear', '0.703']"
역병,"['fear', '0.625']"
억지로,"['fear', '0.700']"
유 괴,"['fear', '0.700']"
신체 상해,"['fear', '0.690']"
경보,"['fear', '0.216']"
전율,"['fear', '0.578']"
말다툼,"['fear', '0.688']"
짐승 같은,"['fear', '0.639']"
압박,"['fear', '0.688']"
희망이없는,"['fear', '0.688']"
백혈병,"['fear', '0.688']"
광장 공포증,"['fear', '0.688']"
위태롭게,"['fear', '0.688']"
시체,"['fear', '0.672']"
상처,"['fear', '0.571']"
편집증,"['fear', '0.688']"
질병,"['fear', '0.688']"
집진 장치,"['fear', '0.688']"
쏘다,"['fear', '0.688']"
적의,"['fear', '0.688']"
유산탄,"['fear', '0.688']"
